         174433628 function calls (172275310 primitive calls) in 701.974 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  1761246  219.585    0.000  219.585    0.000 {method 'union' of 'frozenset' objects}
  3060548   85.552    0.000   99.477    0.000 dictionary_jacobian.py:63(_apply)
248811/718   73.323    0.000  589.476    0.821 linear_block_gs.py:75(_single_iteration)
   847535   51.299    0.000   51.512    0.000 default_vector.py:408(_scale_forward)
   847535   48.322    0.000   48.463    0.000 default_vector.py:424(_scale_reverse)
  5392982   31.774    0.000   31.774    0.000 default_vector.py:353(set_val)
   1616/1   31.459    0.019   31.589   31.589 group.py:2031(_setup_global_connections)
248811/718   27.175    0.000  591.252    0.823 linear_runonce.py:21(solve)
   248811   12.148    0.000   12.208    0.000 solver.py:1101(_update_rhs_vec)
  1067842   11.759    0.000   25.315    0.000 default_transfer.py:247(_transfer)
    57600    6.296    0.000  115.597    0.002 {method 'solve' of 'petsc4py.PETSc.KSP' objects}
  6121096    5.659    0.000    9.608    0.000 system.py:2535(_matvec_context)
   280981    5.255    0.000    5.255    0.000 {built-in method numpy.core._multiarray_umath.c_einsum}
  2819636    5.057    0.000  114.553    0.000 explicitcomponent.py:364(_apply_linear)
589140/117828    4.549    0.000  133.827    0.001 group.py:3260(_apply_linear)
 14860600    3.813    0.000    3.813    0.000 vector.py:371(_abs_get_val)
       52    3.789    0.073    3.789    0.073 {method 'nonzero' of 'numpy.ndarray' objects}
  5431583    3.443    0.000    4.042    0.000 contextlib.py:104(__init__)
   319412    3.419    0.000    3.419    0.000 {method 'reduce' of 'numpy.ufunc' objects}
  1568351    2.737    0.000  102.993    0.000 group.py:2665(_transfer)
  5431583    2.593    0.000   18.380    0.000 contextlib.py:141(__exit__)
  1224984    2.541    0.000    2.914    0.000 default_vector.py:307(__imul__)
 10864898    2.520    0.000   39.578    0.000 {built-in method builtins.next}
  8925787    2.322    0.000    2.806    0.000 group.py:4363(_solver_subsystem_iter)
